AgentState_t	AgentState_x0	AgentState_u0	AgentState_v0	Cost	Debug_Cost
21.8	1.99966	0	0 	 2.12242e-05	1.15253e-05	
21.9	1.99969	0	0 	 2.47261e-05	1.15194e-05	
22	1.99972	0	0 	 2.47066e-05	1.21482e-05	
22.1	1.99974	0	0 	 2.43026e-05	1.29088e-05	
22.2	1.99977	0	0 	 2.37717e-05	1.31304e-05	
22.3	1.99979	0	0 	 2.30317e-05	1.47786e-05	
22.4	1.99981	0	0 	 2.17878e-05	1.58803e-05	
22.5	1.99983	0	0 	 2.19013e-05	1.55168e-05	
22.6	1.99985	0	0 	 2.19079e-05	1.65195e-05	
22.7	1.99987	0	0 	 2.2916e-05	1.6827e-05	
22.8	1.99988	0	0 	 2.24123e-05	1.7288e-05	
22.9	1.9999	0	0 	 2.26333e-05	1.80886e-05	
23	1.99992	0	0 	 2.36143e-05	1.83641e-05	
23.1	1.99994	0	0 	 2.70881e-05	1.88978e-05	
23.2	1.99996	0	0 	 2.70543e-05	1.93939e-05	
23.3	1.99997	0	0 	 2.67412e-05	1.94923e-05	
23.4	1.99998	0	0 	 2.62122e-05	2.02144e-05	
23.5	1.99999	0	0 	 2.54393e-05	2.08354e-05	
23.6	1.99998	0	0 	 2.34758e-05	2.12242e-05	
23.7	1.99996	0	0 	 2.31495e-05	2.47261e-05	
23.8	1.99993	0	0 	 2.26604e-05	2.47066e-05	
23.9	1.99989	0	0 	 2.20652e-05	2.43026e-05	
24	1.99984	0	0 	 2.20184e-05	2.37717e-05	
24.1	1.99979	0	0 	 2.2978e-05	2.30317e-05	
24.2	1.99973	0	0 	 2.18666e-05	2.17878e-05	
24.3	1.99968	0	0 	 2.1937e-05	2.19013e-05	
24.4	1.99963	0	0 	 2.24668e-05	2.19079e-05	
24.5	1.99958	0	0 	 2.39045e-05	2.2916e-05	
24.6	1.99954	0	0 	 2.50642e-05	2.24123e-05	
24.7	1.99951	0	0 	 2.48145e-05	2.26333e-05	
24.8	1.99949	0	0 	 2.45233e-05	2.36143e-05	
24.9	1.99947	0	0 	 2.62328e-05	2.70881e-05	
25	1.99947	0	0 	 2.69903e-05	2.70543e-05	
0 	 0 	 0 	 0 	 0 	 2.67412e-05	
0 	 0 	 0 	 0 	 0 	 2.62122e-05	
0 	 0 	 0 	 0 	 0 	 2.54393e-05	
0 	 0 	 0 	 0 	 0 	 2.34758e-05	
0 	 0 	 0 	 0 	 0 	 2.31495e-05	
0 	 0 	 0 	 0 	 0 	 2.26604e-05	
0 	 0 	 0 	 0 	 0 	 2.20652e-05	
0 	 0 	 0 	 0 	 0 	 2.20184e-05	
0 	 0 	 0 	 0 	 0 	 2.2978e-05	
0 	 0 	 0 	 0 	 0 	 2.18666e-05	
0 	 0 	 0 	 0 	 0 	 2.1937e-05	
0 	 0 	 0 	 0 	 0 	 2.24668e-05	
0 	 0 	 0 	 0 	 0 	 2.39045e-05	
0 	 0 	 0 	 0 	 0 	 2.50642e-05	
0 	 0 	 0 	 0 	 0 	 2.48145e-05	
0 	 0 	 0 	 0 	 0 	 2.45233e-05	
0 	 0 	 0 	 0 	 0 	 2.62328e-05	
0 	 0 	 0 	 0 	 0 	 2.69903e-05	
